,A#,D#,F,Cm7,Gm7,G#,C,A#m7,Fm7,F#,B,C#,G#m7,D#m7,E,C#m7,G,Dm7,Am7,A,D,Bm7,F#m7,Em7,A#M7,Cm,G#M7,Gm,F7,A#m,F#M7,Fm,D#7,G#m,EM7,D#m,C#7,D#M7,CM7,A#7,BM7,C#m,AM7,F#7,Dm,Am,G7,C#M7,G#7,Bm,GM7,F#m,E7,DM7,Em,A7,B7,FM7,D7,C7,Bo,Ao,Go,Eo,Co,C#o,Do,A#o,D#o,Fo,G#o,F#o,Am7 alter b5,Dm7 alter b5,Gm7 alter b5,Cm7 alter b5,F#m7 alter b5,Bm7 alter b5,A#m7 alter b5,D#m7 alter b5,Em7 alter b5,Fm7 alter b5,G#m7 alter b5,C#m7 alter b5,Fo7,D#o7,C#o7,A#o7,F#o7,Go7,G#o7,Eo7,Ao7,Bo7,Do7,Co7,F7 alter b5,D#7 alter b5,C#7 alter b5,A#7 alter b5,F#7 alter b5,G7 alter b5,G#7 alter b5,E7 alter b5,A7 alter b5,B7 alter b5,D7 alter b5,C7 alter b5,G7 add b9,F7 add b9,D#7 add b9,C7 add b9,G#7 add b9,A7 add b9,A#7 add b9,F#7 add b9,B7 add b9,C#7 add b9,E7 add b9,D7 add b9,F9,D#9,C#9,A#9,F#9,G9,G#9,E9,A9,B9,D9,C9,D#M9,CM9,BM9,G#M9,EM9,FM9,F#M9,DM9,GM9,AM9,A#M9,E#,B#m7,B#7,G#M7 alter b5,F#M7 alter b5,EM7 alter b5,CM7 alter b5,AM7 alter b5,A#M7 alter b5,BM7 alter b5,GM7 alter b5,DM7 alter b5,FM7 alter b5,D#M7 alter b5
73,0.005693040548390845,0.006327657616198803,0.007296773457986547,0.012993587580155248,0.0064923354373309285,0.013769363166953529,0.01342756183745583,0.12527675276752767,0.005822416302765648,0.10338805448829899,0.02875952875952876,0.18118811881188118,0.08901584961297457,0.07251766455931573,0.05439232658790502,0.09587402830376719,0.0038857142857142857,0.005391804457225018,0.006708975521305531,0.09412990621743661,0.018447615732683605,0.06687488517361749,0.10373520710059171,0.006969919295671314,0.007844756399669695,0.0038944180008654264,0.01319710515112814,0.0045207956600361665,0.014462501863724468,0.11033193080878916,0.14490861618798956,0.00888494002665482,0.060149253731343284,0.04435483870967742,0.025217391304347827,0.02084277299501586,0.1309949892627058,0.0033613445378151263,0.009468540012217471,0.01266755044925615,0.0663465735486687,0.1323459149546106,0.17325227963525835,0.10208677375769404,0.004016064257028112,0.0017421602787456446,0.022867194371152155,0.05448275862068966,0.020589119326720768,0.0421903052064632,0.013299013299013299,0.1094661283086586,0.05892078761460995,0.10312366281557553,0.012987012987012988,0.06223692122669874,0.06141420298689424,0.0069786535303776685,0.0066884661117717,0.020185349752443824,0.015706806282722512,0.017857142857142856,0.1368421052631579,0.11382113821138211,0.003424657534246575,0.03723404255319149,0.03968253968253968,0.08661417322834646,0.016042780748663103,0.10863509749303621,0.0103359173126615,0.0026666666666666666,0.011023622047244094,0.0064,0.11774193548387096,0.010869565217391304,0.008333333333333333,0.0065040650406504065,0.14497528830313014,0.044850498338870434,0.00966183574879227,0.021172638436482084,0.14285714285714285,0.07719298245614035,0.16666666666666666,0.0,0.0,0.07142857142857142,0.0,0.2857142857142857,0.06666666666666667,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.2,0.09090909090909091,0.07142857142857142,0.0,0.15384615384615385,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.21212121212121213,0.06060606060606061,0.0,0.030303030303030304,0.030303030303030304,0.14705882352941177,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
84,0.018473335657023353,0.022204325816843073,0.03260745639037738,0.01619979750253122,0.024165915238954012,0.06207687894434882,0.035247349823321554,0.026199261992619925,0.02638282387190684,0.0019792758179066248,0.0005775005775005775,0.0023102310231023103,0.0016586804275709546,0.0014875418371141688,0.0004678909814013335,0.0007972892166633447,0.0074285714285714285,0.01653486700215672,0.029374433363553942,0.0025471807340511753,0.00580113702285648,0.0018372221201543267,0.0001849112426035503,0.0016507703595011005,0.009083402146985962,0.045434876676763304,0.037037037037037035,0.0162748643761302,0.018935440584463992,0.021505376344086023,0.0013054830287206266,0.06885828520657486,0.024626865671641792,0.0035842293906810036,0.0004347826086956522,0.0018124150430448573,0.0012526843235504653,0.0033613445378151263,0.016799022602321318,0.013109441743997642,0.0,0.0,0.0017368649587494573,0.005704849121753491,0.007585899152164213,0.036585365853658534,0.005716798592788039,0.011034482758620689,0.01653140967838894,0.0013464991023339318,0.002145002145002145,0.00044863167339614175,0.002555238238388697,0.0008557980316645272,0.0035826242722794446,0.0036079374624173183,0.004571776897287412,0.03407224958949097,0.01605231866825208,0.023740002539037703,0.0,0.012755102040816327,0.013157894736842105,0.056910569105691054,0.00684931506849315,0.005319148936170213,0.0,0.0026246719160104987,0.008021390374331552,0.002785515320334262,0.0,0.04,0.028346456692913385,0.0128,0.02903225806451613,0.020186335403726708,0.05,0.0016260162601626016,0.004942339373970346,0.0,0.008051529790660225,0.006514657980456026,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.017195306146160102,0.002991256327657616,0.009006954737202144,0.007256159298008775,0.012443642921550946,0.0011474469305794606,0.009275618374558304,0.0007380073800738007,0.0005458515283842794,0.00034928396786587494,0.0017325017325017325,0.0006600660066006601,0.0,0.0009297136481963555,0.003860100596561001,0.0,0.02674285714285714,0.004852624011502516,0.014324569356300998,0.004283894870904249,0.021812275205940364,0.014697776961234614,0.0009245562130177514,0.015957446808510637,0.01486374896779521,0.01038511466897447,0.0008514261387824606,0.01763110307414105,0.007156701953183241,0.002805049088359046,0.0004351610095735422,0.000444247001332741,0.001044776119402985,0.00044802867383512545,0.0,0.0,0.005010737294201861,0.0063025210084033615,0.004276114844227245,0.006333775224628075,0.0008729812309035355,0.00047778308647873863,0.0,0.0018015313016063654,0.03257474341811691,0.009146341463414634,0.010407505130460275,0.0,0.001953712052900511,0.02917414721723519,0.027456027456027456,0.00044863167339614175,0.008417255373515706,0.0025673940949935813,0.007165248544558889,0.004810583283223091,0.0021334958854007926,0.0024630541871921183,0.02051129607609988,0.005585882950361813,0.005235602094240838,0.00510204081632653,0.0,0.0,0.0,0.0,0.0026455026455026454,0.0,0.00267379679144385,0.011142061281337047,0.01808785529715762,0.024,0.02204724409448819,0.008,0.004838709677419355,0.004658385093167702,0.006666666666666667,0.008130081300813009,0.0016474464579901153,0.0,0.011272141706924315,0.0,0.031198686371100164,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0046473800395027305,0.0051771744132535664,0.0014821571086535172,0.007424907188660142,0.004869251577998197,0.008376362593230062,0.002915194346289753,0.004059040590405904,0.006550218340611353,0.12748864827104436,0.09990759990759991,0.021947194719471947,0.06284555842241062,0.10580141316474526,0.03672944204000468,0.08072553318716365,0.01862857142857143,0.00593098490294752,0.005621033544877607,0.05511172860947088,0.09119387399930386,0.07459121807826566,0.07267011834319527,0.06254585473220836,0.006193228736581338,0.0034617048896581565,0.002554278416347382,0.0027124773960217,0.010735052929774861,0.009817671809256662,0.03220191470844212,0.000444247001332741,0.011641791044776119,0.01971326164874552,0.06130434782608696,0.1105573176257363,0.01735862562634216,0.004621848739495798,0.00885766646304215,0.009868905582560024,0.1204714098646879,0.05828953655040611,0.01693443334780721,0.10583996396937397,0.0031236055332440876,0.01132404181184669,0.005716798592788039,0.009655172413793104,0.05350165314096784,0.09694793536804308,0.07293007293007293,0.11260655002243158,0.045693672027656694,0.12836970474967907,0.04567845947156292,0.052766085387853275,0.08122523620847302,0.0016420361247947454,0.0469678953626635,0.013837755490669037,0.002617801047120419,0.07653061224489796,0.039473684210526314,0.013550135501355014,0.10102739726027397,0.03723404255319149,0.005291005291005291,0.12860892388451445,0.05080213903743316,0.0,0.007751937984496124,0.013333333333333334,0.006299212598425197,0.0096,0.0032258064516129032,0.10714285714285714,0.07166666666666667,0.011382113821138212,0.013179571663920923,0.14119601328903655,0.011272141706924315,0.011400651465798045,0.054187192118226604,0.10701754385964912,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.09523809523809523,0.0,0.06666666666666667,0.0,0.0,0.058823529411764705,0.0,0.2,0.058823529411764705,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.17647058823529413,0.07142857142857142,0.038461538461538464,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5
68,0.00267224352271407,0.006557754256787851,0.0029643142173070344,0.009787377657779277,0.0032461677186654643,0.08720596672403902,0.015282685512367491,0.04649446494464945,0.08333333333333333,0.013505646757480498,0.024024024024024024,0.0594059405940594,0.05879100626612606,0.056526589810338417,0.04199321558076968,0.0683675503288818,0.002057142857142857,0.0050323508267433505,0.002901178603807797,0.007641542202153525,0.0032486367327996288,0.005144221936432115,0.03143491124260355,0.004035216434336023,0.002477291494632535,0.006490696668109044,0.035759897828863345,0.0009041591320072332,0.008200387654689131,0.010752688172043012,0.040905134899912966,0.047534429142603286,0.018955223880597016,0.07706093189964158,0.10739130434782608,0.01993656547349343,0.06782390837508948,0.009243697478991597,0.022296884544899205,0.03682427456179113,0.017023134002618942,0.05303392259913999,0.06817194963091619,0.03693139168293049,0.0035698348951361,0.003484320557491289,0.009821166813251247,0.12275862068965518,0.07379020138262699,0.009874326750448833,0.002145002145002145,0.02557200538358008,0.045693672027656694,0.009413778348309799,0.0004478280340349306,0.005111244738424534,0.02971654983236818,0.006157635467980296,0.015755053507728895,0.017773263932969404,0.07068062827225131,0.017857142857142856,0.005263157894736842,0.013550135501355014,0.05821917808219178,0.005319148936170213,0.0582010582010582,0.01837270341207349,0.0053475935828877,0.055710306406685235,0.0103359173126615,0.010666666666666666,0.006299212598425197,0.0816,0.012903225806451613,0.012422360248447204,0.005,0.0065040650406504065,0.03459637561779242,0.08803986710963455,0.004830917874396135,0.09120521172638436,0.041050903119868636,0.0035087719298245615,0.08333333333333333,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.047619047619047616,0.0,0.0,0.0,0.07142857142857142,0.058823529411764705,0.0,0.06666666666666667,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.07142857142857142,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0013942140118508191,0.001955821445006903,0.002166229620339756,0.002362470469119136,0.0016230838593327321,0.004589787722317842,0.008657243816254417,0.0018450184501845018,0.001091703056768559,0.009663523110955873,0.05555555555555555,0.009735973597359737,0.048470328050129005,0.0024172554853105245,0.04327991577962335,0.025712577237392863,0.05897142857142857,0.0014378145219266715,0.0313689936536718,0.022114160009262477,0.025292957419654254,0.022597832077898217,0.03698224852071006,0.03558327219369039,0.0,0.0012981393336218088,0.0017028522775649213,0.004972875226039783,0.006262114209035336,0.001402524544179523,0.0030461270670147957,0.0026654820079964462,0.004029850746268657,0.056451612903225805,0.06,0.0036248300860897147,0.024874731567644952,0.0008403361344537816,0.02596212583995113,0.0061864781263809105,0.008729812309035356,0.012422360248447204,0.018671298306556665,0.00675574238102387,0.0022311468094600626,0.017421602787456445,0.01744356493696863,0.0,0.006011421701232342,0.05430879712746858,0.05019305019305019,0.020188425302826378,0.026153614910566662,0.005134788189987163,0.06090461262875056,0.01984365604329525,0.04846083511124657,0.0024630541871921183,0.02719976218787158,0.004062460327535864,0.007853403141361256,0.00510204081632653,0.0,0.0027100271002710027,0.00684931506849315,0.0,0.026455026455026454,0.0,0.05080213903743316,0.06406685236768803,0.015503875968992248,0.013333333333333334,0.004724409448818898,0.0016,0.0016129032258064516,0.0015527950310559005,0.04666666666666667,0.027642276422764227,0.004942339373970346,0.009966777408637873,0.00644122383252818,0.05537459283387622,0.06568144499178982,0.02456140350877193,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.058823529411764705,0.0,0.09090909090909091,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.18181818181818182,0.06060606060606061,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.000464738003950273,0.0,0.0018241933644966366,0.0,0.0009017132551848512,0.00011474469305794607,0.0005300353356890459,0.0007380073800738007,0.0,0.00011642798928862498,0.0003465003465003465,0.0,0.0,0.0,0.0003509182360510001,0.0005979669124975084,0.0010285714285714286,0.00017972681524083394,0.00018132366273798732,0.0012735903670255877,0.0009281819236570367,0.001653499908138894,0.0007396449704142012,0.0011005135730007337,0.0016515276630883566,0.0,0.0,0.0009041591320072332,0.0004472938720739526,0.0,0.0,0.0,0.0005970149253731343,0.00044802867383512545,0.0,0.0,0.0,0.0,0.00030543677458766036,0.00014729709824716454,0.0,0.00047778308647873863,0.0,0.0,0.0,0.0008710801393728223,0.00043975373790677223,0.0,0.00030057108506161706,0.0004488330341113106,0.000429000429000429,0.001794526693584567,0.0007515406583496167,0.0004278990158322636,0.0,0.0006013229104028864,0.0009143553794574825,0.0012315270935960591,0.0005945303210463733,0.000507807540941983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001610305958132045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.00267224352271407,0.0041417395306028535,0.01664576445103181,0.010631117111036112,0.009197475202885483,0.001606425702811245,0.018286219081272086,0.0036900369003690036,0.005640465793304222,0.0,0.0,0.0,0.0,0.0003718854592785422,0.0003509182360510001,0.00039864460833167234,0.002057142857142857,0.014198418404025881,0.013599274705349048,0.000578904712284358,0.0008121591831999072,0.00018372221201543268,0.0007396449704142012,0.0012839325018341892,0.01032204789430223,0.024231934227607096,0.011068539804171988,0.012206148282097649,0.012375130460712688,0.002805049088359046,0.0026109660574412533,0.006219458018658374,0.001791044776119403,0.0,0.0,0.001359311282283643,0.0005368647100930566,0.0025210084033613447,0.006108735491753207,0.0033878332596847843,0.0,0.0,0.0008684324793747286,0.0016514036931391683,0.0013386880856760374,0.013501742160278746,0.005277044854881266,0.005517241379310344,0.0063119927862939585,0.0,0.000858000858000858,0.0,0.0010521569216894633,0.0,0.0,0.0016536380036079375,0.0009143553794574825,0.022988505747126436,0.0044589774078478,0.009013583851720198,0.002617801047120419,0.00510204081632653,0.0,0.0027100271002710027,0.005136986301369863,0.010638297872340425,0.0026455026455026454,0.0,0.0213903743315508,0.002785515320334262,0.0,0.010666666666666666,0.004724409448818898,0.0128,0.004838709677419355,0.006211180124223602,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0012780295108632508,0.0004601932811780948,0.0039904229848363925,0.002531218359770503,0.002885482416591524,0.0018359150889271372,0.015636042402826855,0.0023985239852398524,0.001455604075691412,0.0013971358714634998,0.003696003696003696,0.0013201320132013201,0.002948765204570586,0.0009297136481963555,0.04854368932038835,0.04265497309148894,0.011542857142857143,0.017253774263120056,0.03499546690843155,0.042028482111844394,0.006961364427427776,0.03178394267866985,0.021819526627218935,0.03008070432868672,0.00495458298926507,0.0,0.0,0.00406871609403255,0.0016400775309378262,0.0004675081813931744,0.0008703220191470844,0.0026654820079964462,0.004029850746268657,0.0008960573476702509,0.015217391304347827,0.0009062075215224287,0.0037580529706513956,0.0008403361344537816,0.040012217470983505,0.007512152010605391,0.001745962461807071,0.03201146679407549,0.07121146330872774,0.0156132712805885,0.009370816599732263,0.037456445993031356,0.017003811199061858,0.0020689655172413794,0.0031559963931469793,0.01615798922800718,0.008151008151008152,0.010767160161507403,0.03983165489252968,0.019683354728284124,0.03403493058665472,0.032772098616957304,0.009143553794574825,0.038998357963875206,0.016795481569560046,0.020566205408150313,0.002617801047120419,0.0,0.03684210526315789,0.008130081300813009,0.003424657534246575,0.047872340425531915,0.0026455026455026454,0.04199475065616798,0.0053475935828877,0.011142061281337047,0.04909560723514212,0.013333333333333334,0.0,0.0016,0.0016129032258064516,0.0015527950310559005,0.023333333333333334,0.06341463414634146,0.036243822075782535,0.0,0.01932367149758454,0.003257328990228013,0.006568144499178982,0.04035087719298246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0023236900197513653,0.005867464335020708,0.00022802417056207958,0.0018562267971650355,0.0,0.008376362593230062,0.010865724381625442,0.025461254612546124,0.001455604075691412,0.03783909651880312,0.017902517902517904,0.038778877887788776,0.024327312937707336,0.017664559315730754,0.01661012983974734,0.013354594379111023,0.001257142857142857,0.0016175413371675054,0.0014505893019038985,0.02605071205279611,0.0039447731755424065,0.011207054932941392,0.021449704142011833,0.0012839325018341892,0.00041288191577208916,0.0021635655560363477,0.0004257130693912303,0.0004520795660036166,0.0023855673177277472,0.04581580177653109,0.037859007832898174,0.0026654820079964462,0.016417910447761194,0.016129032258064516,0.0034782608695652175,0.010874490258269144,0.032569792412312094,0.0008403361344537816,0.0009163103237629811,0.0033878332596847843,0.011348756001745963,0.04013377926421405,0.02040816326530612,0.01831556823299805,0.0004462293618920125,0.002613240418118467,0.002638522427440633,0.0020689655172413794,0.0063119927862939585,0.011669658886894075,0.002145002145002145,0.018393898609241812,0.012926499323613408,0.013692768506632435,0.0013434841021047917,0.01217678893565845,0.009448338921060652,0.0012315270935960591,0.002080856123662307,0.0038085565570648724,0.002617801047120419,0.0,0.03684210526315789,0.01084010840108401,0.0,0.0,0.007936507936507936,0.007874015748031496,0.0,0.0584958217270195,0.012919896640826873,0.0026666666666666666,0.0015748031496062992,0.0,0.03387096774193549,0.0015527950310559005,0.006666666666666667,0.004878048780487805,0.036243822075782535,0.016611295681063124,0.0,0.008143322475570033,0.029556650246305417,0.015789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0006971070059254096,0.0003451449608835711,0.0014821571086535172,0.00016874789065136686,0.0,0.00034423407917383823,0.00980565371024735,0.0,0.000363901018922853,0.0032599837000814994,0.003465003465003465,0.0006600660066006601,0.0009214891264283082,0.0,0.014270674932740672,0.006178991429140921,0.009142857142857144,0.002875629043853343,0.008884859474161379,0.006715294662498553,0.004176818656456666,0.006981444056586441,0.006656804733727811,0.003851797505502568,0.00041288191577208916,0.0034617048896581565,0.0,0.0009041591320072332,0.0001490979573579842,0.0004675081813931744,0.0,0.0,0.001791044776119403,0.00044802867383512545,0.0004347826086956522,0.00045310376076121433,0.0012526843235504653,0.0,0.006719609040928528,0.0017675651789659744,0.0,0.019589106545628284,0.009552757273122015,0.00420357303708152,0.00535475234270415,0.008710801393728223,0.006449721489299325,0.000689655172413793,0.0012022843402464682,0.002244165170556553,0.002574002574002574,0.0022431583669807087,0.00360739516007816,0.002139495079161318,0.026869682042095836,0.005862898376428142,0.0033526363913441025,0.0028735632183908046,0.0028240190249702733,0.002539037704709915,0.007853403141361256,0.0,0.0,0.0,0.0,0.0,0.005291005291005291,0.007874015748031496,0.0,0.002785515320334262,0.012919896640826873,0.0,0.0,0.0016,0.0,0.0,0.0033333333333333335,0.00975609756097561,0.016474464579901153,0.0,0.001610305958132045,0.0,0.003284072249589491,0.007017543859649123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0008132915069129778,0.0,0.0009120966822483183,0.00016874789065136686,0.0,0.0,0.0,0.00036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0003718854592785422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018341892883345562,0.0,0.0,0.0,0.0,0.000745489786789921,0.0004675081813931744,0.0,0.0,0.0,0.0,0.0,0.00045310376076121433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001465845793022574,0.0,0.0,0.0,0.0,0.0,0.00015030813166992335,0.0,0.0,0.0,0.0,0.00041050903119868636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0010456605088881143,0.0035664979291302346,0.0014821571086535172,0.0028687141410732365,0.0005410279531109107,0.0008032128514056225,0.0036219081272084804,0.0,0.0005458515283842794,0.00023285597857724996,0.0,0.0,0.0,0.0,0.00023394549070066676,0.0,0.008571428571428572,0.002156721782890007,0.002901178603807797,0.0006946856547412296,0.0016243183663998144,0.000551166636046298,0.0,0.002751283932501834,0.00041288191577208916,0.006057983556901774,0.0021285653469561515,0.0031645569620253164,0.000745489786789921,0.0,0.0,0.0026654820079964462,0.0029850746268656717,0.0,0.0,0.00045310376076121433,0.0005368647100930566,0.0004201680672268908,0.004581551618814905,0.002504050670201797,0.0,0.0,0.0,0.00045038282540159135,0.000892458723784025,0.0013066202090592336,0.0023453532688361184,0.0,0.00015028554253080853,0.0004488330341113106,0.0,0.00044863167339614175,0.0,0.0,0.00806090461262875,0.0012026458208057728,0.00015239256324291374,0.00041050903119868636,0.0014863258026159335,0.002665989589945411,0.002617801047120419,0.0,0.0,0.0,0.003424657534246575,0.0,0.0026455026455026454,0.0,0.0,0.005571030640668524,0.002583979328165375,0.0,0.006299212598425197,0.0016,0.0016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
